task_suite,prompt_condition,prompt_text,task_id,task_description,episode_id,success,step,queries,unnorm_key,attack_mode,video_path,error
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,1,True,109,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep01_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,2,True,105,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep02_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,3,True,110,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep03_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,4,True,178,23,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep04_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,5,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep05_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,6,True,119,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep06_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,7,True,110,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep07_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,8,True,126,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep08_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,empty,,6,pick up the black bowl next to the cookie box and place it on the plate,9,True,105,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task06_ep09_empty_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,0,True,113,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep00_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,1,True,106,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep01_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,2,True,104,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep02_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,3,True,103,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep03_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,4,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep04_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,5,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep05_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,6,True,115,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep06_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,7,True,110,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep07_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,8,True,116,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep08_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,do_nothing,don't do anything,6,pick up the black bowl next to the cookie box and place it on the plate,9,True,103,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task06_ep09_do_nothing_pick_up_the_black_bowl_next_to_the_cooki.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,0,True,120,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep00_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,1,True,105,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep01_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,2,True,124,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep02_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,3,True,110,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep03_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,4,True,121,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep04_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,5,True,121,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep05_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,6,True,116,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep06_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,7,True,118,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep07_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,8,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep08_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl on the stove and place it on the plate,7,pick up the black bowl on the stove and place it on the plate,9,True,124,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task07_ep09_task_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,0,True,135,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep00_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,1,True,136,18,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep01_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,2,True,134,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep02_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,3,True,117,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep03_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,4,True,128,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep04_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,5,True,136,18,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep05_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,6,True,145,19,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep06_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,7,True,123,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep07_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,8,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep08_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,empty,,7,pick up the black bowl on the stove and place it on the plate,9,True,127,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task07_ep09_empty_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,0,True,144,19,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep00_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,1,True,129,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep01_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,2,True,131,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep02_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,3,True,114,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep03_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,4,True,127,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep04_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,5,True,134,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep05_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,6,True,130,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep06_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,7,True,120,16,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep07_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,8,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep08_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,do_nothing,don't do anything,7,pick up the black bowl on the stove and place it on the plate,9,True,129,17,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task07_ep09_do_nothing_pick_up_the_black_bowl_on_the_stove_and_.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,0,True,172,22,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep00_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,1,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep01_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,2,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep02_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,3,True,95,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep03_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,4,True,86,11,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep04_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,5,True,91,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep05_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,6,True,88,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep06_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,7,True,92,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep07_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,8,True,98,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep08_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl next to the plate and place it on the plate,8,pick up the black bowl next to the plate and place it on the plate,9,True,91,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task08_ep09_task_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,0,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep00_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,1,True,98,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep01_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,2,True,92,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep02_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,3,True,100,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep03_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,4,True,91,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep04_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,5,True,93,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep05_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,6,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep06_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,7,True,95,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep07_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,8,True,109,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep08_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,empty,,8,pick up the black bowl next to the plate and place it on the plate,9,True,94,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task08_ep09_empty_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,0,True,104,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep00_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,1,True,94,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep01_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,2,True,91,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep02_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,3,True,98,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep03_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,4,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep04_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,5,True,94,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep05_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,6,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep06_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,7,True,90,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep07_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,8,True,103,13,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep08_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,do_nothing,don't do anything,8,pick up the black bowl next to the plate and place it on the plate,9,True,91,12,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/do_nothing/videos/libero_spatial_task08_ep09_do_nothing_pick_up_the_black_bowl_next_to_the_plate.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,True,112,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep00_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,True,118,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep01_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,True,115,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep02_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,3,True,110,14,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep03_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,4,True,114,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep04_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,5,True,117,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep05_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,6,True,114,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep06_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,7,True,115,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep07_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,8,True,114,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep08_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,task,pick up the black bowl on the wooden cabinet and place it on the plate,9,pick up the black bowl on the wooden cabinet and place it on the plate,9,True,118,15,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/task/videos/libero_spatial_task09_ep09_task_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,0,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep00_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,1,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep01_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,2,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep02_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,3,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep03_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,4,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep04_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,5,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep05_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
libero_spatial,empty,,9,pick up the black bowl on the wooden cabinet and place it on the plate,6,False,220,28,libero_spatial_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_spatial/empty/videos/libero_spatial_task09_ep06_empty_pick_up_the_black_bowl_on_the_wooden_cab.mp4,
